Fiscal Year 2012,A-1,A-2,A-3,B-1,"B-1,2",B-2,"B-1,2/BCC","B-1,2/BCV",C-1,C-1/D,C-2,C-3,CW-1,CW-2,D,D-CREW,E-1,E-2,E-2C,E-3,E-3D,E-3R,F-1,F-2,F-3,G-1,G-2,G-3,G-4,G-5,H-1A,H-1B,H-1B1,H-1C,H-2A,H-2B,H-3,H-4,I,J-1,J-2,K-1,K-2,K-3,K-4,L-1,L-2,M-1,M-2,M-3,NATO-1,NATO-2,NATO-3,NATO-4,NATO-5,NATO-6,NATO-7,N-8,N-9,O-1,O-2,O-3,P-1,P-2,P-3,P-4,Q-1,Q-2,Q-3,R-1,R-2,S-5,S-6,S-7,TN,TD,T-1,T-2,T-3,T-4,T-5,U-1,U-2,U-3,U-4,U-5,V-1,V-2,V-3,Total Visas,BCC,Grand Total
Luxembourg,9,23,0,2,38,0,0,0,0,28,0,0,0,0,0,0,0,2,0,0,0,0,73,0,0,9,9,0,29,0,0,8,0,0,0,0,0,0,6,55,0,0,0,1,0,8,2,9,0,0,0,11,1,2,0,0,1,0,0,5,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336,0,336
Macedonia,22,182,1,8,"3,925",8,0,0,1,668,0,0,0,0,0,0,0,0,0,0,0,0,106,3,0,4,33,0,33,0,0,38,0,0,0,20,0,5,26,"2,345",8,40,2,0,0,6,2,3,0,0,0,0,0,0,0,1,0,0,0,9,0,1,3,0,49,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,555",0,"7,555"
Malta,4,23,0,3,113,0,0,0,1,43,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,2,9,1,5,0,0,7,0,0,0,0,0,4,0,20,3,1,0,0,0,30,5,5,0,0,0,0,0,0,0,0,0,0,0,2,2,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,0,307
Moldova,12,115,0,10,"3,897",14,0,0,5,89,0,0,0,0,0,0,0,2,0,0,0,0,104,5,0,12,39,0,51,1,0,56,0,0,27,40,0,45,5,"3,227",15,52,13,0,0,7,17,5,0,0,0,1,0,0,0,0,0,0,0,4,0,1,22,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,897",0,"7,897"
Monaco,3,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,4,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,28
Montenegro,5,108,0,1,"1,875",4,0,0,4,"1,277",0,0,0,0,1,0,1,8,0,0,0,0,74,1,0,0,9,0,4,0,0,20,0,0,0,1,0,3,15,238,4,11,0,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,699",0,"3,699"
Netherlands,67,452,0,197,"1,424",27,0,0,1,"3,587",0,2,0,0,0,0,25,274,0,0,8,0,"1,463",20,0,20,146,12,247,2,0,374,0,0,2,23,10,166,202,"2,948",180,92,1,0,0,948,832,276,2,0,0,261,0,10,1,4,0,0,0,226,60,49,360,1,8,9,0,0,0,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"15,037",0,"15,037"
Norway,55,341,0,37,"1,955",5,0,0,0,"1,026",0,0,0,0,0,0,185,181,0,0,4,0,"2,587",50,0,14,206,0,101,1,0,86,0,0,0,1,5,33,124,"2,184",296,28,1,0,0,174,206,203,17,0,0,162,0,11,0,0,1,0,0,79,12,15,139,0,15,4,144,0,0,24,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,726",0,"10,726"
Poland,59,337,0,330,"60,461",24,0,0,164,"4,177",0,3,0,0,2,0,5,70,0,0,2,0,684,27,0,22,49,6,94,2,0,389,0,0,1,23,35,125,152,"3,956",186,97,7,0,0,366,227,28,1,0,0,480,0,9,0,39,0,0,0,78,5,5,508,1,80,1,1,0,0,58,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"73,378",0,"73,378"
Portugal,37,189,5,50,"1,276",11,0,0,12,"1,531",0,8,0,0,2,0,0,9,0,0,2,0,549,24,0,6,44,4,82,1,0,207,0,0,0,2,6,94,54,668,63,21,1,0,0,206,159,35,0,0,1,54,0,4,1,0,0,0,0,50,17,10,62,1,35,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,"5,606",0,"5,606"
Romania,65,254,4,177,"21,298",41,0,0,64,"4,719",0,3,0,0,4,0,1,24,0,0,2,0,446,24,0,23,67,1,116,1,0,381,0,0,185,317,20,109,71,"3,633",46,198,18,0,0,162,128,14,0,0,0,198,0,7,0,1,0,0,0,47,2,4,61,1,8,3,12,0,0,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"32,979",0,"32,979"
Russia,297,"2,653",1,131,"181,219",724,0,0,128,"16,111",0,58,4,1,4,0,4,19,1,0,3,0,"5,846",239,0,360,379,0,699,4,0,914,0,0,0,0,21,739,728,"8,811",282,596,140,3,0,613,547,89,4,0,0,1,0,0,0,0,0,0,1,227,111,39,"1,841",3,245,81,2,0,0,99,33,0,0,0,0,12,0,0,0,0,0,1,0,2,0,0,0,0,0,"225,070",0,"225,070"
San Marino,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12
Serbia  ,31,212,0,12,"11,796",10,0,0,13,"1,954",0,0,0,0,3,0,1,7,0,0,0,0,633,8,0,11,52,0,105,0,0,248,0,0,0,163,1,64,76,"2,237",29,46,3,0,0,64,51,7,0,0,0,1,0,0,0,0,0,0,0,42,6,5,50,0,156,6,0,0,0,4,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"18,111",0,"18,111"
Serbia and Montenegro,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,38
Slovakia,39,130,0,9,610,15,0,0,3,399,0,0,0,0,5,0,0,31,0,0,0,0,387,12,0,13,69,2,38,1,0,82,0,0,0,39,1,26,29,"2,603",36,12,0,0,0,81,78,7,2,0,0,39,8,0,0,3,0,0,0,25,1,1,36,2,1,4,0,0,0,5,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,891",0,"4,891"
Slovenia,10,38,0,12,185,0,0,0,1,167,0,0,0,0,0,0,2,33,0,0,0,0,131,7,0,2,16,0,7,1,0,26,0,0,0,4,1,4,4,247,29,7,0,0,0,14,19,3,1,0,0,79,0,0,0,0,0,0,0,17,4,0,17,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,107",0,"1,107"
Spain,103,507,0,754,"3,279",61,0,0,32,"1,911",0,8,0,0,2,0,82,"1,042",0,0,3,0,"4,170",126,0,28,75,19,649,2,0,885,0,0,0,4,15,321,240,"6,994",860,78,2,2,0,"1,213","1,232",129,4,0,0,196,0,5,2,3,0,0,0,281,112,115,536,0,198,18,29,0,0,60,11,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"26,401",0,"26,401"
Sweden,29,"1,072",2,145,"1,337",44,0,0,0,"1,090",0,9,0,0,0,0,24,347,0,0,10,0,"2,773",17,0,15,95,10,167,2,0,360,0,0,0,1,8,157,129,"3,001",215,82,7,0,0,565,583,200,4,0,0,0,0,0,0,0,0,0,0,227,141,57,366,0,14,24,0,0,0,21,13,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"13,366",0,"13,366"
Switzerland,42,256,1,138,"3,484",33,0,0,9,"1,144",0,0,0,0,0,0,16,184,0,0,1,0,"3,887",25,0,29,21,1,202,0,0,233,0,0,2,1,9,83,128,"1,624",175,34,0,0,0,380,312,232,15,0,0,0,0,0,0,0,0,0,0,99,27,25,81,0,1,5,0,0,0,21,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"12,962",0,"12,962"
Tajikistan,6,116,0,1,719,242,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,244,12,0,23,12,0,82,0,0,15,0,0,0,0,0,20,1,247,29,9,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,786",0,"1,786"
Turkey,148,"1,428",9,43,"66,376",102,0,0,13,"4,018",0,83,0,0,11,0,58,195,0,0,1,0,"6,490",513,0,48,208,0,172,7,0,"1,168",0,0,0,12,9,367,206,"9,031",992,97,6,0,0,154,133,66,1,0,0,700,0,39,1,5,0,0,0,54,2,10,97,0,28,0,6,0,0,4,7,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,"93,124",0,"93,124"
Turkmenistan,6,121,0,6,730,4,0,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,181,11,0,12,9,0,34,0,0,22,0,0,0,0,0,14,0,204,3,6,2,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,389",0,"1,389"
Ukraine,51,436,0,167,"29,498",873,0,0,45,"11,444",0,1,0,0,9,0,1,13,0,0,0,0,691,32,0,35,72,0,116,0,0,393,0,0,74,23,3,366,113,"8,405",99,695,149,0,0,177,154,27,3,0,0,2,0,0,0,0,0,0,0,51,3,10,237,0,163,23,0,0,0,46,28,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,"54,734",0,"54,734"
Uzbekistan,53,175,1,15,"5,661",9,0,0,1,300,0,1,0,0,0,0,0,1,0,0,0,0,255,42,0,14,32,0,115,0,0,58,0,0,0,0,0,39,0,511,28,45,11,0,0,13,19,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,13,0,33,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,2,1,0,0,0,0,0,"7,462",0,"7,462"
Vatican City,5,13,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,32
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals for Europe,"2,674","20,399",60,"5,766","511,562","7,288",0,0,718,"93,955",0,450,4,1,217,0,"2,377","11,680",6,0,137,0,"66,400","2,060",0,"1,289","3,297",225,"8,059",65,0,"16,451",0,0,381,"2,146",405,"6,766","7,018","163,288","7,681","4,654",540,19,5,"19,376","17,443","3,789",139,0,6,"5,551",9,291,85,487,2,2,1,"6,408","2,746","1,322","11,227",90,"2,421",393,946,0,0,866,293,0,0,0,0,101,0,0,0,0,0,10,4,7,0,0,0,0,0,"1,022,058",0,"1,022,058"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,2,16,0,0,"1,598",452,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,76,1,0,0,0,0,9,0,0,8,0,0,0,5,0,1,1,15,0,0,0,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,212",0,"2,212"
"Bahamas, The",33,114,1,3,"8,425",6,0,0,6,108,0,68,0,0,1,0,0,0,0,0,0,0,939,19,0,1,1,0,19,0,0,134,0,0,0,0,1,16,4,39,4,9,1,0,0,20,15,55,1,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10,065",0,"10,065"
Barbados,11,51,0,0,"6,539","1,615",0,0,27,24,0,2,0,0,0,0,0,0,0,0,0,0,149,2,0,0,0,0,32,0,0,59,0,0,0,2,0,7,1,77,4,5,0,0,0,7,5,4,0,0,0,0,0,0,0,0,0,0,0,5,7,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,660",0,"8,660"
Belize,7,97,0,7,"4,607",2,0,0,142,15,0,87,0,0,0,0,0,0,0,0,0,0,127,9,0,0,0,0,26,0,0,23,0,0,2,91,0,8,0,76,5,10,3,0,0,1,5,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,"5,362",0,"5,362"
Canada,187,92,0,24,203,7,0,0,1,24,0,0,1,0,4,0,363,"2,221",0,0,20,0,245,15,2,26,20,2,784,0,0,51,0,0,0,1,2,66,41,81,36,781,63,5,2,99,161,17,3,0,0,691,0,9,6,16,0,0,0,18,11,9,46,1,2,4,0,0,0,13,7,0,0,0,37,16,0,0,0,0,0,1,0,0,0,0,0,0,0,"6,537",0,"6,537"
Costa Rica,28,131,2,16,"39,986",24,0,0,173,328,0,34,0,0,0,0,3,5,0,0,0,0,479,19,0,14,16,0,125,5,0,149,0,0,85,202,38,76,31,424,26,89,32,3,4,201,137,15,0,0,0,0,0,0,0,0,0,0,0,13,0,1,24,0,0,5,0,0,0,16,6,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,"42,972",0,"42,972"
Cuba,90,29,0,"1,635","2,722","14,382",0,0,16,2,0,0,0,0,0,0,0,1,0,0,1,0,25,1,0,113,85,0,52,0,0,2,0,0,0,0,0,1,8,38,5,424,68,2,0,1,7,0,1,0,0,0,0,0,0,0,0,0,0,9,20,0,310,7,140,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20,200",0,"20,200"
Dominica,3,12,0,2,878,164,0,0,4,116,0,2,0,0,0,0,0,0,0,0,0,0,69,2,0,0,0,0,2,1,0,20,0,0,0,0,0,1,1,9,0,7,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,324",0,"1,324"
Dominican Republic,53,511,8,546,"63,680","1,579",0,0,256,414,0,55,0,0,6,0,0,5,0,0,0,0,677,17,0,47,7,0,57,13,0,155,0,0,70,179,0,111,129,"1,153",27,"1,025",308,0,0,44,97,17,0,0,0,0,0,0,0,0,0,0,0,25,6,6,"1,541",0,2,72,0,0,0,43,10,0,0,0,0,2,0,3,15,0,0,0,0,35,0,0,0,0,0,"73,006",0,"73,006"
El Salvador,92,444,4,194,"27,708",150,0,0,117,258,0,186,0,0,0,0,0,0,0,0,0,0,308,8,0,28,1,2,67,4,0,68,0,0,86,442,1,34,39,254,20,121,39,3,0,16,21,6,0,0,0,0,0,0,0,0,0,0,0,2,0,2,135,0,1,0,0,0,0,16,1,1,0,0,0,1,0,0,19,0,0,5,5,184,7,10,0,0,0,"31,110",0,"31,110"
Grenada,3,28,0,2,"1,392",256,0,0,5,44,0,3,0,0,0,0,0,0,0,0,0,0,62,3,0,2,2,0,9,0,0,22,0,0,0,1,0,6,2,17,4,7,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,"1,877",0,"1,877"
Guatemala,89,302,13,121,"53,100",18,0,0,73,249,0,169,0,0,2,0,0,5,0,0,0,0,402,16,0,20,15,0,101,11,0,81,0,0,702,"2,568",2,45,23,331,19,77,16,2,0,40,65,18,0,0,0,0,0,0,0,0,0,0,0,13,4,2,97,0,21,4,1,0,0,34,4,0,0,0,0,4,0,5,16,1,4,13,13,172,13,18,0,0,0,"59,134",0,"59,134"
Haiti,56,112,4,10,"26,636",14,0,0,178,268,0,198,0,0,0,0,0,0,0,0,0,0,275,6,0,17,37,0,71,3,0,15,0,0,58,1,0,5,33,202,5,620,141,2,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,24,0,126,0,0,0,0,27,3,0,0,0,0,0,0,6,31,0,0,0,4,12,0,0,0,0,0,"29,213",0,"29,213"
Honduras,37,252,9,99,"27,272","6,860",0,0,221,"1,482",0,17,0,0,6,0,7,19,0,0,0,0,630,32,0,6,4,0,87,3,0,105,0,0,33,307,2,57,18,245,14,103,37,9,3,36,44,9,0,0,0,0,0,0,0,0,0,0,0,1,1,1,94,0,16,2,0,0,0,26,11,0,0,0,0,2,0,0,13,0,0,2,1,165,1,14,0,0,0,"38,415",0,"38,415"
Jamaica,46,226,3,139,"35,027","2,058",0,0,267,"1,303",0,138,0,0,2,0,0,8,0,0,0,0,895,33,0,7,11,0,89,3,0,282,0,1,0,"4,919",0,78,26,"3,183",49,297,66,2,0,22,30,34,0,0,0,0,0,0,0,0,0,0,0,34,158,6,196,0,149,0,0,0,0,16,20,0,0,0,0,2,0,0,1,0,0,0,0,5,0,0,0,0,0,"49,831",0,"49,831"
Mexico,593,"2,914",30,"4,055","29,786","2,081","1,043,125","450,142",453,"2,836",0,58,0,0,20,0,984,"2,938",0,0,4,0,"8,240",874,790,94,94,1,897,14,0,"3,543",0,0,"61,324","36,341",67,"2,927",762,"7,005",429,"1,261",230,63,18,"3,890","5,337",333,136,0,0,1,0,0,0,0,0,1,0,350,564,89,"3,490",3,66,63,113,0,0,421,92,0,0,0,"7,601","5,018",0,0,5,2,7,84,41,378,20,35,0,0,0,"1,693,133",0,"1,693,133"
Nicaragua,36,129,3,135,"13,914",41,0,0,477,878,0,115,0,0,0,0,0,0,0,0,0,0,169,6,0,18,34,0,73,8,0,41,0,0,260,88,1,23,35,202,9,95,21,4,0,3,8,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,27,0,0,3,0,0,0,7,7,0,0,0,0,2,0,1,4,0,0,1,0,25,1,1,0,0,0,"16,911",0,"16,911"
Panama,27,575,1,126,"18,871","4,656",0,0,65,952,0,165,0,0,0,0,0,7,0,0,2,0,569,4,0,10,65,1,42,2,0,70,0,0,1,40,4,21,25,265,13,50,5,1,0,18,24,54,0,0,0,0,0,0,0,0,0,0,0,2,0,2,63,0,3,11,0,0,0,12,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,"26,826",0,"26,826"
Saint Kitts and Nevis,7,23,0,1,"1,008",230,0,0,13,0,0,2,0,0,0,0,0,0,0,0,0,0,51,3,0,2,0,0,7,0,0,16,0,0,0,0,0,3,0,6,0,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,390",0,"1,390"
Saint Lucia,21,22,0,4,"1,876",380,0,0,14,430,0,13,0,0,0,0,0,0,0,0,0,0,100,2,0,2,0,0,5,0,0,18,0,0,0,0,0,2,0,10,0,6,1,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"2,916",0,"2,916"
Saint Vincent and the Grenadines,5,22,0,62,"1,348",186,0,0,3,71,0,11,0,0,0,0,0,0,0,0,0,0,40,4,0,0,1,0,2,0,0,8,0,0,0,0,0,2,0,8,0,4,0,0,0,3,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"1,789",0,"1,789"
Trinidad and Tobago,29,170,0,23,"31,902",146,0,0,154,397,0,63,0,0,1,0,0,26,0,0,1,0,527,7,0,10,20,0,146,0,0,240,0,0,0,0,5,60,7,166,15,49,11,0,0,112,113,94,0,0,0,0,0,0,0,0,0,0,0,14,14,1,186,0,16,5,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,"34,739",0,"34,739"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals for North America,"1,455","6,272",78,"7,204","398,478","35,307","1,043,125","450,142","2,666","10,207",0,"1,386",1,0,42,0,"1,357","5,235",0,0,28,0,"15,054","1,083",792,417,413,6,"2,702",67,0,"5,110",0,1,"62,621","45,187",123,"3,550","1,186","13,806",684,"5,043","1,043",96,30,"4,522","6,078",683,141,0,0,692,0,9,6,16,0,1,0,509,788,120,"6,301",11,547,170,114,0,0,646,166,1,0,0,"7,638","5,049",0,15,104,3,11,106,64,994,42,78,0,0,0,"2,157,622",0,"2,157,622"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oceania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,161,"4,418",1,103,"7,936",21,0,0,22,"2,211",0,410,0,0,1,0,17,331,0,"3,211","1,812",837,"2,086",68,0,22,100,0,272,0,0,427,0,0,27,69,33,203,326,"5,201",267,233,23,3,0,"1,220","1,184",265,34,0,0,2,0,0,0,0,0,0,0,596,162,85,745,2,55,49,1,0,0,65,26,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,"35,353",0,"35,353"
Fiji,6,54,1,10,"2,255",3,0,0,325,115,0,21,0,0,1,0,0,0,0,0,0,0,19,0,0,1,12,0,55,1,0,3,0,0,0,0,0,2,2,39,7,10,3,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,974",0,"2,974"
Kiribati,13,52,0,2,35,0,0,0,22,300,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,2,0,0,0,16,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495,0,495
Marshall Islands,6,2,0,0,34,1,0,0,46,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,0,92
"Micronesia, Federated States of",9,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,19
Nauru,4,15,1,0,9,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,43
New Zealand,34,886,0,130,"1,881",21,0,0,4,416,0,306,0,0,1,0,1,12,0,0,33,0,459,24,0,6,25,0,78,1,0,251,0,0,83,40,5,98,104,"1,705",88,72,6,1,0,262,239,59,16,0,0,0,0,0,0,0,0,0,0,126,20,31,193,0,24,34,0,0,0,25,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"7,812",0,"7,812"
Palau,3,6,0,0,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,28
Papua New Guinea,12,91,0,6,447,7,0,0,20,0,0,19,0,0,4,0,0,0,0,0,0,0,69,0,0,11,11,0,14,1,0,0,0,0,0,0,0,0,2,29,7,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,757,0,757
Samoa,0,16,0,54,562,4,0,0,7,100,0,23,0,0,0,0,0,0,0,0,0,0,9,0,0,2,6,0,12,0,0,0,0,0,0,0,0,0,0,18,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,854,0,854
Solomon Islands,6,24,0,2,66,1,0,0,20,4,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,0,156
Tonga,5,52,4,3,619,32,0,0,6,3,0,7,0,0,0,0,0,0,0,0,0,0,7,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,0,28,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,814,0,814
Tuvalu,4,20,0,0,10,1,0,0,5,71,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,133
